towerId,towerName,stageId,stageLabel,tierA,tierB,map,difficulty,won,finalWave,targetWaves,progressPct,livesLeft,startingLives,corePct,leaks,cashEarned,towersBuilt,totalDamage,firstLeakWave,worstWave,worstPressure
rail,Railgun Post,b4,B4,0,4,reactor,normal,false,41,60,0.6833,0,120,0,121,55525,65,39056,40,41,1
rail,Railgun Post,split44,Split 4/4,4,4,reactor,normal,false,40,60,0.6667,0,120,0,121,51813,33,33487,7,40,1
rail,Railgun Post,a6,A6,6,0,reactor,normal,false,41,60,0.6833,0,120,0,121,55598,50,38622,5,41,1
rail,Railgun Post,b6,B6,0,6,reactor,normal,false,41,60,0.6833,0,120,0,122,55544,65,39064,40,41,1
rail,Railgun Post,a6b4,A6+B4,6,4,reactor,normal,false,32,60,0.5333,0,120,0,133,23972,15,12721,7,32,1
rail,Railgun Post,a4b6,A4+B6,4,6,reactor,normal,false,40,60,0.6667,0,120,0,122,52571,34,34529,7,40,1
missile,Missile Battery,base,Base,0,0,reactor,normal,false,30,60,0.5,0,120,0,124,17463,33,11596,4,30,1
missile,Missile Battery,a2,A2,2,0,reactor,normal,false,30,60,0.5,0,120,0,122,17503,16,11996,17,30,1
missile,Missile Battery,b2,B2,0,2,reactor,normal,false,19,60,0.3167,0,120,0,120,3765,4,4824,7,19,1
missile,Missile Battery,a4,A4,4,0,reactor,normal,false,30,60,0.5,0,120,0,122,17475,11,12086,17,30,1
missile,Missile Battery,b4,B4,0,4,reactor,normal,false,18,60,0.3,0,120,0,120,3228,3,4241,7,18,1
missile,Missile Battery,split44,Split 4/4,4,4,reactor,normal,false,34,60,0.5667,0,120,0,124,29740,15,34050,16,34,1
missile,Missile Battery,a6,A6,6,0,reactor,normal,false,30,60,0.5,0,120,0,120,17463,11,12057,17,30,1
missile,Missile Battery,b6,B6,0,6,reactor,normal,false,18,60,0.3,0,120,0,122,3191,3,4116,7,18,1
missile,Missile Battery,a6b4,A6+B4,6,4,reactor,normal,false,34,60,0.5667,0,120,0,120,29786,14,34118,16,34,1
missile,Missile Battery,a4b6,A4+B6,4,6,reactor,normal,false,38,60,0.6333,0,120,0,124,42405,21,51460,16,38,1
drone,Drone Carrier,base,Base,0,0,reactor,normal,false,30,60,0.5,0,120,0,122,16663,28,7835,17,30,1
drone,Drone Carrier,a2,A2,2,0,reactor,normal,false,40,60,0.6667,0,120,0,120,52177,44,30440,11,40,1
drone,Drone Carrier,b2,B2,0,2,reactor,normal,false,30,60,0.5,0,120,0,123,17180,15,8332,11,30,1
drone,Drone Carrier,a4,A4,4,0,reactor,normal,false,58,60,0.9667,0,120,0,124,145789,85,280183,54,58,1
drone,Drone Carrier,b4,B4,0,4,reactor,normal,false,30,60,0.5,0,120,0,120,16764,11,8130,11,30,1
drone,Drone Carrier,split44,Split 4/4,4,4,reactor,normal,true,60,60,1,113,120,0.9417,7,159167,57,353160,11,11,0.0583
drone,Drone Carrier,a6,A6,6,0,reactor,normal,false,50,60,0.8333,0,120,0,124,100543,59,117275,50,50,1
drone,Drone Carrier,b6,B6,0,6,reactor,normal,false,30,60,0.5,0,120,0,121,17313,11,8455,11,30,1
drone,Drone Carrier,a6b4,A6+B4,6,4,reactor,normal,true,60,60,1,113,120,0.9417,7,159167,58,353437,11,11,0.0583
drone,Drone Carrier,a4b6,A4+B6,4,6,reactor,normal,true,60,60,1,109,120,0.9083,11,159238,58,352144,11,11,0.0917
emp,EMP Spire,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,2,0,1,6,1
emp,EMP Spire,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b2,B2,0,2,reactor,normal,false,6,60,0.1,0,120,0,120,259,1,0,1,6,1
emp,EMP Spire,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b4,B4,0,4,reactor,normal,false,6,60,0.1,0,120,0,120,259,1,0,1,6,1
emp,EMP Spire,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,259,1,0,1,6,1
emp,EMP Spire,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b6,B6,0,6,reactor,normal,false,6,60,0.1,0,120,0,120,259,1,0,1,6,1
emp,EMP Spire,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,259,1,0,1,6,1
emp,EMP Spire,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,259,1,0,1,6,1
cantor,Starlight Cantor,base,Base,0,0,reactor,normal,false,11,60,0.1833,0,120,0,120,1339,2,741,3,11,1
cantor,Starlight Cantor,a2,A2,2,0,reactor,normal,false,12,60,0.2,0,120,0,121,1565,2,863,3,12,1
cantor,Starlight Cantor,b2,B2,0,2,reactor,normal,false,12,60,0.2,0,120,0,123,1534,2,879,3,12,1
cantor,Starlight Cantor,a4,A4,4,0,reactor,normal,false,14,60,0.2333,0,120,0,120,2129,2,1133,3,14,1
cantor,Starlight Cantor,b4,B4,0,4,reactor,normal,false,12,60,0.2,0,120,0,122,1522,1,905,3,12,1
cantor,Starlight Cantor,split44,Split 4/4,4,4,reactor,normal,false,9,60,0.15,0,120,0,120,859,1,465,3,9,1
cantor,Starlight Cantor,a6,A6,6,0,reactor,normal,false,14,60,0.2333,0,120,0,120,2115,2,1120,3,14,1
cantor,Starlight Cantor,b6,B6,0,6,reactor,normal,false,12,60,0.2,0,120,0,120,1535,1,918,3,12,1
cantor,Starlight Cantor,a6b4,A6+B4,6,4,reactor,normal,false,9,60,0.15,0,120,0,120,857,1,468,3,9,1
cantor,Starlight Cantor,a4b6,A4+B6,4,6,reactor,normal,false,9,60,0.15,0,120,0,120,863,1,469,3,9,1
prismarr,Prism Array,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,b2,B2,0,2,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,b4,B4,0,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,b6,B6,0,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
locust,Locust Shrine,base,Base,0,0,reactor,normal,false,14,60,0.2333,0,120,0,120,2135,3,0,1,14,1
locust,Locust Shrine,a2,A2,2,0,reactor,normal,false,14,60,0.2333,0,120,0,120,2149,2,0,1,14,1
locust,Locust Shrine,b2,B2,0,2,reactor,normal,false,14,60,0.2333,0,120,0,120,2135,2,243,1,14,1
locust,Locust Shrine,a4,A4,4,0,reactor,normal,false,14,60,0.2333,0,120,0,120,2149,1,0,1,14,1
locust,Locust Shrine,b4,B4,0,4,reactor,normal,false,14,60,0.2333,0,120,0,120,2137,1,361,1,14,1
locust,Locust Shrine,split44,Split 4/4,4,4,reactor,normal,false,14,60,0.2333,0,120,0,120,2149,1,117,1,14,1
locust,Locust Shrine,a6,A6,6,0,reactor,normal,false,14,60,0.2333,0,120,0,120,2149,1,0,1,14,1
locust,Locust Shrine,b6,B6,0,6,reactor,normal,false,14,60,0.2333,0,120,0,120,2139,1,366,1,14,1
locust,Locust Shrine,a6b4,A6+B4,6,4,reactor,normal,false,14,60,0.2333,0,120,0,120,2149,1,117,1,14,1
locust,Locust Shrine,a4b6,A4+B6,4,6,reactor,normal,false,14,60,0.2333,0,120,0,120,2149,1,117,1,14,1
requiem,Drowned Star Reliquary,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,b2,B2,0,2,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,b4,B4,0,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,b6,B6,0,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,b2,B2,0,2,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,b4,B4,0,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,b6,B6,0,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,b2,B2,0,2,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,b4,B4,0,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,b6,B6,0,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
ember,Ember Lattice,base,Base,0,0,reactor,normal,false,30,60,0.5,0,120,0,122,17285,42,0,14,30,1
ember,Ember Lattice,a2,A2,2,0,reactor,normal,false,30,60,0.5,0,120,0,124,16887,19,0,14,30,1
ember,Ember Lattice,b2,B2,0,2,reactor,normal,false,50,60,0.8333,0,120,0,141,98248,103,90046,50,50,1
ember,Ember Lattice,a4,A4,4,0,reactor,normal,false,30,60,0.5,0,120,0,124,17241,20,0,14,30,1
ember,Ember Lattice,b4,B4,0,4,reactor,normal,false,50,60,0.8333,0,120,0,140,98797,102,90528,50,50,1
ember,Ember Lattice,split44,Split 4/4,4,4,reactor,normal,false,56,60,0.9333,0,120,0,121,133996,94,169975,50,56,1
ember,Ember Lattice,a6,A6,6,0,reactor,normal,false,30,60,0.5,0,120,0,122,17134,19,0,14,30,1
ember,Ember Lattice,b6,B6,0,6,reactor,normal,false,54,60,0.9,0,120,0,120,119609,123,137374,50,54,1
ember,Ember Lattice,a6b4,A6+B4,6,4,reactor,normal,false,58,60,0.9667,0,120,0,141,146047,108,206855,58,58,1
ember,Ember Lattice,a4b6,A4+B6,4,6,reactor,normal,false,50,60,0.8333,0,120,0,141,98982,72,80065,50,50,1
anchor,Phase Anchor,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,b2,B2,0,2,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,b4,B4,0,4,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,b6,B6,0,6,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
anchor,Phase Anchor,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,273,1,0,1,6,1
sunspear,Sunspear Battery,base,Base,0,0,reactor,normal,true,60,60,1,39,120,0.325,81,163586,215,408414,1,20,0.2373
sunspear,Sunspear Battery,a2,A2,2,0,reactor,normal,false,18,60,0.3,0,120,0,121,3301,2,4427,1,18,1
sunspear,Sunspear Battery,b2,B2,0,2,reactor,normal,false,16,60,0.2667,0,120,0,123,2734,2,2837,1,16,1
sunspear,Sunspear Battery,a4,A4,4,0,reactor,normal,false,18,60,0.3,0,120,0,121,3344,2,4511,1,18,1
sunspear,Sunspear Battery,b4,B4,0,4,reactor,normal,false,13,60,0.2167,0,120,0,122,1774,1,2016,1,13,1
sunspear,Sunspear Battery,split44,Split 4/4,4,4,reactor,normal,false,16,60,0.2667,0,120,0,122,2757,1,3695,1,16,1
sunspear,Sunspear Battery,a6,A6,6,0,reactor,normal,false,18,60,0.3,0,120,0,121,3331,2,4503,1,18,1
sunspear,Sunspear Battery,b6,B6,0,6,reactor,normal,false,13,60,0.2167,0,120,0,122,1775,1,2028,1,13,1
sunspear,Sunspear Battery,a6b4,A6+B4,6,4,reactor,normal,false,16,60,0.2667,0,120,0,121,2744,1,3686,1,16,1
sunspear,Sunspear Battery,a4b6,A4+B6,4,6,reactor,normal,false,16,60,0.2667,0,120,0,121,2797,1,3800,1,16,1
flak,Flak Battery,base,Base,0,0,reactor,normal,false,30,60,0.5,0,120,0,122,17395,50,8445,14,30,1
flak,Flak Battery,a2,A2,2,0,reactor,normal,false,30,60,0.5,0,120,0,122,17188,26,8530,14,30,1
flak,Flak Battery,b2,B2,0,2,reactor,normal,true,60,60,1,120,120,1,0,162032,217,332737,,1,
flak,Flak Battery,a4,A4,4,0,reactor,normal,false,30,60,0.5,0,120,0,122,17469,18,8766,14,30,1
flak,Flak Battery,b4,B4,0,4,reactor,normal,true,60,60,1,120,120,1,0,159152,185,338286,,1,
flak,Flak Battery,split44,Split 4/4,4,4,reactor,normal,true,60,60,1,120,120,1,0,156878,143,383317,,1,
flak,Flak Battery,a6,A6,6,0,reactor,normal,false,30,60,0.5,0,120,0,123,17497,19,8772,14,30,1
flak,Flak Battery,b6,B6,0,6,reactor,normal,true,60,60,1,120,120,1,0,159188,190,342342,,1,
flak,Flak Battery,a6b4,A6+B4,6,4,reactor,normal,true,60,60,1,120,120,1,0,156878,151,379841,,1,
flak,Flak Battery,a4b6,A4+B6,4,6,reactor,normal,true,60,60,1,120,120,1,0,156902,143,386655,,1,
cinder,Cinder Mortar,base,Base,0,0,reactor,normal,false,38,60,0.6333,0,120,0,121,42657,67,23130,17,38,1
cinder,Cinder Mortar,a2,A2,2,0,reactor,normal,false,47,60,0.7833,0,120,0,192,79353,63,65174,17,47,1
cinder,Cinder Mortar,b2,B2,0,2,reactor,normal,true,60,60,1,120,120,1,0,156938,125,397467,,1,
cinder,Cinder Mortar,a4,A4,4,0,reactor,normal,false,47,60,0.7833,0,120,0,201,78823,46,66048,17,47,1
cinder,Cinder Mortar,b4,B4,0,4,reactor,normal,true,60,60,1,120,120,1,0,156974,111,382287,,1,
cinder,Cinder Mortar,split44,Split 4/4,4,4,reactor,normal,true,60,60,1,120,120,1,0,156140,80,340006,,1,
cinder,Cinder Mortar,a6,A6,6,0,reactor,normal,false,47,60,0.7833,0,120,0,210,78980,46,66159,17,47,1
cinder,Cinder Mortar,b6,B6,0,6,reactor,normal,true,60,60,1,120,120,1,0,156974,108,385809,,1,
cinder,Cinder Mortar,a6b4,A6+B4,6,4,reactor,normal,true,60,60,1,120,120,1,0,156140,79,344362,,1,
cinder,Cinder Mortar,a4b6,A4+B6,4,6,reactor,normal,true,60,60,1,120,120,1,0,156140,80,340981,,1,
gauss,Gauss Bastion,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,b2,B2,0,2,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,b4,B4,0,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,b6,B6,0,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
pulse,Pulse Turret,base,Base,0,0,blackout,normal,false,30,60,0.5,0,120,0,124,16217,99,7410,14,30,1
pulse,Pulse Turret,a2,A2,2,0,blackout,normal,false,24,60,0.4,0,120,0,121,7572,29,3521,13,24,1
pulse,Pulse Turret,b2,B2,0,2,blackout,normal,false,25,60,0.4167,0,120,0,121,9146,35,4171,13,25,1
pulse,Pulse Turret,a4,A4,4,0,blackout,normal,false,24,60,0.4,0,120,0,123,7670,29,3613,13,24,1
pulse,Pulse Turret,b4,B4,0,4,blackout,normal,false,28,60,0.4667,0,120,0,120,13808,52,6353,13,28,1
pulse,Pulse Turret,split44,Split 4/4,4,4,blackout,normal,false,24,60,0.4,0,120,0,121,7667,22,3643,13,24,1
pulse,Pulse Turret,a6,A6,6,0,blackout,normal,false,24,60,0.4,0,120,0,123,7649,29,3603,13,24,1
pulse,Pulse Turret,b6,B6,0,6,blackout,normal,false,28,60,0.4667,0,120,0,120,13790,52,6339,13,28,1
pulse,Pulse Turret,a6b4,A6+B4,6,4,blackout,normal,false,26,60,0.4333,0,120,0,120,10255,29,4742,13,26,1
pulse,Pulse Turret,a4b6,A4+B6,4,6,blackout,normal,false,25,60,0.4167,0,120,0,122,9096,25,4159,13,25,1
tesla,Tesla Coil,base,Base,0,0,blackout,normal,false,30,60,0.5,0,120,0,124,16128,60,7632,14,30,1
tesla,Tesla Coil,a2,A2,2,0,blackout,normal,false,30,60,0.5,0,120,0,122,16349,29,7973,14,30,1
tesla,Tesla Coil,b2,B2,0,2,blackout,normal,false,30,60,0.5,0,120,0,120,16371,28,7889,14,30,1
tesla,Tesla Coil,a4,A4,4,0,blackout,normal,false,30,60,0.5,0,120,0,124,16343,28,7983,14,30,1
tesla,Tesla Coil,b4,B4,0,4,blackout,normal,false,30,60,0.5,0,120,0,120,16147,26,7905,12,30,1
tesla,Tesla Coil,split44,Split 4/4,4,4,blackout,normal,false,30,60,0.5,0,120,0,122,16297,18,8001,14,30,1
tesla,Tesla Coil,a6,A6,6,0,blackout,normal,false,30,60,0.5,0,120,0,124,16337,28,7987,14,30,1
tesla,Tesla Coil,b6,B6,0,6,blackout,normal,false,30,60,0.5,0,120,0,124,16139,27,7767,14,30,1
tesla,Tesla Coil,a6b4,A6+B4,6,4,blackout,normal,false,30,60,0.5,0,120,0,120,16261,18,7991,14,30,1
tesla,Tesla Coil,a4b6,A4+B6,4,6,blackout,normal,false,30,60,0.5,0,120,0,121,16262,18,7960,14,30,1
cryo,Cryo Emitter,base,Base,0,0,blackout,normal,false,6,60,0.1,0,120,0,120,261,3,0,1,6,1
cryo,Cryo Emitter,a2,A2,2,0,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
cryo,Cryo Emitter,b2,B2,0,2,blackout,normal,false,22,60,0.3667,0,120,0,121,6089,10,2867,1,22,1
cryo,Cryo Emitter,a4,A4,4,0,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
cryo,Cryo Emitter,b4,B4,0,4,blackout,normal,false,22,60,0.3667,0,120,0,121,5982,10,2812,1,22,1
cryo,Cryo Emitter,split44,Split 4/4,4,4,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
cryo,Cryo Emitter,a6,A6,6,0,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
cryo,Cryo Emitter,b6,B6,0,6,blackout,normal,false,17,60,0.2833,0,120,0,120,3019,5,1563,1,17,1
cryo,Cryo Emitter,a6b4,A6+B4,6,4,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
cryo,Cryo Emitter,a4b6,A4+B6,4,6,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
rail,Railgun Post,base,Base,0,0,blackout,normal,false,30,60,0.5,0,120,0,122,17104,42,8760,14,30,1
rail,Railgun Post,a2,A2,2,0,blackout,normal,false,19,60,0.3167,0,120,0,120,3774,5,2238,4,19,1
rail,Railgun Post,b2,B2,0,2,blackout,normal,false,28,60,0.4667,0,120,0,123,13604,17,7005,5,28,1
rail,Railgun Post,a4,A4,4,0,blackout,normal,false,21,60,0.35,0,120,0,120,5107,5,3036,4,21,1
rail,Railgun Post,b4,B4,0,4,blackout,normal,false,28,60,0.4667,0,120,0,121,13816,17,7157,5,28,1
rail,Railgun Post,split44,Split 4/4,4,4,blackout,normal,false,16,60,0.2667,0,120,0,123,2681,2,1683,5,16,1
rail,Railgun Post,a6,A6,6,0,blackout,normal,false,21,60,0.35,0,120,0,120,5110,5,3031,4,21,1
rail,Railgun Post,b6,B6,0,6,blackout,normal,false,28,60,0.4667,0,120,0,120,13910,17,7203,5,28,1
rail,Railgun Post,a6b4,A6+B4,6,4,blackout,normal,false,15,60,0.25,0,120,0,121,2370,2,1501,5,15,1
rail,Railgun Post,a4b6,A4+B6,4,6,blackout,normal,false,15,60,0.25,0,120,0,122,2362,2,1500,5,15,1
missile,Missile Battery,base,Base,0,0,blackout,normal,false,24,60,0.4,0,120,0,122,7284,14,4975,3,24,1
missile,Missile Battery,a2,A2,2,0,blackout,normal,false,30,60,0.5,0,120,0,124,16678,15,11271,4,30,1
missile,Missile Battery,b2,B2,0,2,blackout,normal,false,16,60,0.2667,0,120,0,121,2752,3,3550,4,16,1
missile,Missile Battery,a4,A4,4,0,blackout,normal,false,24,60,0.4,0,120,0,121,7626,5,5513,4,24,1
missile,Missile Battery,b4,B4,0,4,blackout,normal,false,12,60,0.2,0,120,0,120,1546,2,2100,4,12,1
missile,Missile Battery,split44,Split 4/4,4,4,blackout,normal,false,19,60,0.3167,0,120,0,121,3726,2,4799,4,19,1
missile,Missile Battery,a6,A6,6,0,blackout,normal,false,30,60,0.5,0,120,0,122,16870,11,11448,4,30,1
missile,Missile Battery,b6,B6,0,6,blackout,normal,false,12,60,0.2,0,120,0,122,1543,2,2079,4,12,1
missile,Missile Battery,a6b4,A6+B4,6,4,blackout,normal,false,19,60,0.3167,0,120,0,122,3733,2,4762,4,19,1
missile,Missile Battery,a4b6,A4+B6,4,6,blackout,normal,false,19,60,0.3167,0,120,0,121,3792,2,4964,4,19,1
drone,Drone Carrier,base,Base,0,0,blackout,normal,false,20,60,0.3333,0,120,0,121,4403,8,2259,4,20,1
drone,Drone Carrier,a2,A2,2,0,blackout,normal,false,14,60,0.2333,0,120,0,121,2087,2,1170,5,14,1
drone,Drone Carrier,b2,B2,0,2,blackout,normal,false,17,60,0.2833,0,120,0,121,2906,3,1573,4,17,1
drone,Drone Carrier,a4,A4,4,0,blackout,normal,false,50,60,0.8333,0,120,0,130,99237,58,113753,5,50,1
drone,Drone Carrier,b4,B4,0,4,blackout,normal,false,14,60,0.2333,0,120,0,120,2103,2,1196,4,14,1
drone,Drone Carrier,split44,Split 4/4,4,4,blackout,normal,false,12,60,0.2,0,120,0,121,1554,1,875,4,12,1
drone,Drone Carrier,a6,A6,6,0,blackout,normal,false,50,60,0.8333,0,120,0,123,99260,58,113363,5,50,1
drone,Drone Carrier,b6,B6,0,6,blackout,normal,false,14,60,0.2333,0,120,0,120,2114,2,1208,4,14,1
drone,Drone Carrier,a6b4,A6+B4,6,4,blackout,normal,false,12,60,0.2,0,120,0,121,1521,1,847,4,12,1
drone,Drone Carrier,a4b6,A4+B6,4,6,blackout,normal,false,12,60,0.2,0,120,0,120,1532,1,862,4,12,1
emp,EMP Spire,base,Base,0,0,blackout,normal,false,6,60,0.1,0,120,0,120,255,2,0,1,6,1
emp,EMP Spire,a2,A2,2,0,blackout,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b2,B2,0,2,blackout,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,a4,A4,4,0,blackout,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b4,B4,0,4,blackout,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,split44,Split 4/4,4,4,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
emp,EMP Spire,a6,A6,6,0,blackout,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b6,B6,0,6,blackout,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,a6b4,A6+B4,6,4,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
emp,EMP Spire,a4b6,A4+B6,4,6,blackout,normal,false,6,60,0.1,0,120,0,120,263,1,0,1,6,1
